Country,Year,MonthCode,Month,Name of distribution company,Name of major city,Additional Info,Number of EV Charging Stations excluding Heavy Duty Vehicles charging stations (including EV charging points) (UOM:Number) |Scaling Factor:1,Number of PCS specific to Heavy Duty Vehicles (E-bus etc.) (UOM:Number) |Scaling Factor:1,Electricity consumed in Electric Vehicle (EV) charging stations excluding heavy duty vehicles Public Charging Station (PCS) (UOM:KWH(KilowattPerHour)) |Scaling Factor:1,Electricity consumed in heavy duty Public Charging Station (PCS) only (UOM:KWH(KilowattPerHour)) |Scaling Factor:1,Total electricity consumed of Electric Vehicle (EV) charging stations (UOM:MU(Megaunit)) |Scaling Factor:1
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,76,3,111425,13650,0.125
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,58,0,11277,0,0.011
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,24,7,5610,272165,0.278
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,8,0,12168,0,0.012
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,19,0,3130,0,0.003
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","Torrent Power,Guj",Ahemdabad,,10,6,6349,1648190,1.655
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","Tata Power-DDL,Delhi",New Delhi,,621,2,3750000,1180000,4.93
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","TSSPDCL, Tng",Hyderabad,,50,6,36000,105000,0.141
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,29,0,5393,0,0.005
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","TPCODL, Orissa",Bhubaneswar,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,,,,,
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023",SBPDCL,Patna,,107,0,15367,0,0.015
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,11,3,16229,386516,0.403
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,2,0,8874,0,0.009
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","NBPDCL, Bihar",Patna,,107,0,15367,0,0.015
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,63,0,4830,0,0.005
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","LPDCL, UT of Ladakh",,,2,0,272500,0,0.273
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,256,4,83727,19984,0.104
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","JDVVNL, Raj",Pali,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","HESCOM,  Kar",,,5,0,3740,0,0.00374
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.
Information not provided",,,,,
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","CESC, WB",Kolkata,,12,11,3799,230176,0.234
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,18,0,3330,0,0.003
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,18,14,45266,1494560,1.54
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","BYPL, Delhi",New Delhi,,1000,2,1597482,676650,2.274
India,"Financial Year (Apr - Mar), 2022",202212,"March, 2023","BRPL, Delhi",New Delhi,,1615,1,3830346,881460,4.712
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,29,0,5507,0,0.006
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,8,0,6185,0,0.006
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,14,0,3717,0,0.004
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","Torrent Power,Guj",Ahemdabad,,10,6,6058,1442287,1.448
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","Tata Power-DDL,Delhi",New Delhi,,606,2,3780000,1110000,4.89
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","TSSPDCL, Tng",Hyderabad,,42,6,30000,74000,0.104
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,75,3,105681,27320,0.133
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,57,0,9947,0,0.01
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,24,7,4306,169238,0.174
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","AVVNL, Raj",Ajmer,,22,0,8699,0,0.009
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","BRPL, Delhi",New Delhi,,1582,1,3754031,940140,4.694
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","BYPL, Delhi",New Delhi,,997,2,1949546,619860,2.569
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,18,10,43144,1552737,1.596
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,18,0,3002,0,0.003
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","CESC, WB",Kolkata,,5,11,310,202403,0.203
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.
Information not provided",,,,,
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","HESCOM,  Kar",,,4,0,2713,0,0.00271
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","JDVVNL, Raj",Pali,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,121,4,60911,20002,0.081
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,63,0,7579,0,0.008
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,2583,17,270048,5562424,5.832
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","NBPDCL, Bihar",Patna,,105,0,25989,0,0.026
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,1,0,177,0,0
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,11,3,14522,373544,0.388
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023",SBPDCL,Patna,,105,0,25989,0,0.026
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,,,,,
India,"Financial Year (Apr - Mar), 2022",202211,"February, 2023","TPCODL, Orissa",Bhubaneswar,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,53,3,94498,27821,0.122
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,53,0,11906,0,0.012
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,23,7,4681,169239,0.174
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","AVVNL, Raj",Ajmer,,22,0,7212,0,0.007
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","BRPL, Delhi",New Delhi,,1553,1,3679434,841800,4.521
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","BYPL, Delhi",New Delhi,,994,2,1761898,613200,2.375
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,17,10,37699,1656478,1.694
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,18,0,4013,0,0.004
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","CESC, WB",Kolkata,,5,11,320,207064,0.207
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.
Information not provided",,,,,
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","HESCOM,  Kar",,,3,0,269,0,0.00027
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","JDVVNL, Raj",Pali,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,121,4,51729,28555,0.08
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,63,0,5037,0,0.005
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,2583,13,179586,5219094,5.399
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","NBPDCL, Bihar",Patna,,78,0,6000,0,0.006
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,1,0,532,0,0.001
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,11,3,13187,310184,0.323
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023",SBPDCL,Patna,,78,0,6000,0,0.006
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,,,,,
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","TPCODL, Orissa",Bhubaneswar,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,25,0,4140,0,0.004
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","TSSPDCL, Tng",Hyderabad,,39,6,34000,54000,0.088
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","Tata Power-DDL,Delhi",New Delhi,,595,2,2950000,970000,3.92
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","Torrent Power,Guj",Ahemdabad,,10,6,4612,1452970,1.458
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,12,0,2767,0,0.003
India,"Financial Year (Apr - Mar), 2022",202210,"January, 2023","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,8,0,14162,0,0.014
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.
Information not provided",,,,,
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","CESC, WB",Kolkata,,5,11,300,216031,0.216
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,17,0,1172,0,0.001
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,14,10,33360,1510237,1.544
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","BYPL, Delhi",New Delhi,,991,2,2059982,498330,2.558
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","AVVNL, Raj",Ajmer,from Oct 22 ,16,0,28843,0,0.029
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,23,7,3374,100200,0.104
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,50,0,10522,0,0.011
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,44,3,92583,26569,0.119
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","BRPL, Delhi",New Delhi,,1505,1,3624266,673740,4.298
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","TSSPDCL, Tng",Hyderabad,,36,5,30221,21393,0.052
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","Tata Power-DDL,Delhi",New Delhi,,590,2,2810000,930000,3.74
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","Torrent Power,Guj",Ahemdabad,,10,6,6544,1505784,1.512
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,10,0,2036,0,0.002
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,8,0,12014,0,0.012
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,20,0,3329,0,0.003
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","TPCODL, Orissa",Bhubaneswar,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,,,,,
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022",SBPDCL,Patna,,43,0,2042,0,0.002
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,11,3,20125,267965,0.288
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,1,0,1643,0,0.002
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","NBPDCL, Bihar",Patna,,43,0,2042,0,0.002
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,2583,13,173818,6071647,6.245
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,63,0,3922,0,0.004
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,117,4,42403,41428,0.084
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","JDVVNL, Raj",Pali,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202209,"December, 2022","HESCOM,  Kar",,,2,0,2492,0,0.00249
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,1,0,1525,0,0.002
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,30,3,41245,26869,0.068
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","BRPL, Delhi",New Delhi,,1475,1,2994280,826320,3.821
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","AVVNL, Raj",Ajmer,,,,,,
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,19,7,4010,81752,0.086
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,45,0,6267,0,0.006
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,8,3,17370,238780,0.256
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022",SBPDCL,Patna,,20,0,1631,0,0.002
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,35,0,58497,0,0.058
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","TPCODL, Orissa",Bhubaneswar,,4,0,367,0,0
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","BYPL, Delhi",New Delhi,,987,2,2166170,580410,2.747
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","Brihan Mumbai Electric Supply Company (BEST),Mah",Mumbai (Best),,12,10,34366,1533814,1.568
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","CESC Mysore,Kar","Mysore, Mandya,Hassan, Kodagu",,17,0,1201,0,0.001
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","CESC, WB",Kolkata,,5,11,290,240190,0.24
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",,21,2,23128,663690,0.687
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,18,0,1611,0,0.002
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","TSSPDCL, Tng",Hyderabad,,33,5,27339,13289,0.041
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","Tata Power-DDL,Delhi",New Delhi,,584,2,2680000,880000,3.56
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","Torrent Power,Guj",Ahemdabad,,9,6,7638,1555130,1.563
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,9,0,2982,0,0.003
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,8,0,10384,0,0.01
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","HESCOM,  Kar",,,1,0,274,0,0.00027
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","JDVVNL, Raj",Pali,,1,0,1000,0,0.001
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,43,3,47479,31960,0.079
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,63,0,4297,0,0.004
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,2316,11,57598,2559687,2.617
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.",1,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202208,"November, 2022","NBPDCL, Bihar",Patna,,20,0,1631,0,0.002
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","DGVCL, Guj","Surat City, Navsari,Vapi-Town, Haldarva,Bharuch East, Kavadiya Colony",,18,1,16939,627860,0.645
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","DVC, WB","Maithon,Dhanbad","* = Due to non submission of data by some DISCOMs/entities , the total power consumption is provisional and may be updated later.",1,0,0,0,0
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","HESCOM,  Kar",,,1,0,16,0,0.00002
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","JDVVNL, Raj",Pali,,,,,,
India,"Financial Year (Apr - Mar), 2022",202204,"July, 2022","HESCOM,  Kar",,Information not provided,,,,,
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","KSEB, Ker","Thiruvananthapuram,Ernakulam,Kozhikode",,41,3,40968,30560,0.072
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","LPDCL, UT of Ladakh",,,,,,,
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","MESCOM, Kar","Mangaluru, Udupi,Shivamogga,Chikkamagaluru",,63,0,5058,0,0.005
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","MSEDCL, Mah","Navi Mumbai,Pune, Thane,Nagpur",,2316,11,125319,5192364,5.318
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","NBPDCL, Bihar",Patna,,8,0,160,0,0
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","Noida Power Company Ltd.(NPCL), UP",Greater Noida,,1,0,1417,0,0.001
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","PGVCL, Guj","Rajkot, Surendranagar,Junagadh, Jamnagar,Morbi, Botad",,7,3,16857,202740,0.22
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022",SBPDCL,Patna,,8,0,160,0,0
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","TANGEDCO,TN","Coimbatore,Villupuram,Tirunelveli,Chennai North, Vellore",,35,0,41485,0,0.041
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","TPCODL, Orissa",Bhubaneswar,,3,0,36,0,0
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","TSNPDCL, Tng","Adilabad,Hanamkonda,Kamareddy,Karimnagar,Khammam,Mahabubabad, Nirmal,Nazimabad, Pdeapally,Warangal",,13,0,620,0,0.001
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","TSSPDCL, Tng",Hyderabad,,28,3,19325,6000,0.025
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","Tata Power-DDL,Delhi",New Delhi,,552,2,2560000,890000,3.45
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","Torrent Power,Guj",Ahemdabad,,9,6,11612,1506831,1.518
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","UGVCL, Guj","Hebatpur,Bavla(Ramnagar),Fedra,Dholasan,Asal, Modasa,Majadar,Nugar,Rangpur",,9,0,7012,0,0.007
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","UHBVN,Haryana","Panchkula, Karnal,Kaithal, Sonipat",,8,0,4251,0,0.004
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","APDCL, Assam","Badarpur,Karimganj,Kokrajhar,Nagaon,Silchar,Guwahati,Tezpur",,25,2,36632,23912,0.061
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","APEPDCL, AP","Visakhapatnam,Rajmahendravaram,West Godavari,Srikakulam,Vizianagaram Etc",,38,0,5379,0,0.005
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","APSPDCL, AP","Anantpur,Kadapa,Kurnool,Nellore,Tirupati",,11,7,2089,40234,0.042
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","AVVNL, Raj",Ajmer,,,,,,
India,"Financial Year (Apr - Mar), 2022",202207,"October, 2022","BRPL, Delhi",New Delhi,,1410,1,3124731,1197840,4.323
